ind,code
太陽能產業-太陽能電池,6244
太陽能產業-太陽能電池,6443
太陽能產業-太陽能電池模組,3043
太陽能產業-太陽能電池模組,3305
太陽能產業-太陽能電池模組,3576
太陽能產業-太陽能電池模組,3713
太陽能產業-太陽能電池模組,4934
太陽能產業-太陽能電池模組,4949
太陽能產業-太陽能電池模組,5434
太陽能產業-太陽能電池模組,5483
太陽能產業-太陽能電池模組,6244
太陽能產業-太陽能電池模組,6443
太陽能產業-太陽能電池模組,6477
太陽能產業-太陽能電池模組,8109
太陽能產業-材料,1711
太陽能產業-材料,1717
太陽能產業-材料,1785
太陽能產業-材料,3430
太陽能產業-材料,3663
太陽能產業-材料,3665
太陽能產業-材料,3691
太陽能產業-材料,4760
太陽能產業-材料,5234
太陽能產業-材料,5434
太陽能產業-矽晶圓/矽晶片,2371
太陽能產業-矽晶圓/矽晶片,2409
太陽能產業-矽晶圓/矽晶片,2434
太陽能產業-矽晶圓/矽晶片,3010
太陽能產業-矽晶圓/矽晶片,3686
太陽能產業-矽晶圓/矽晶片,5483
平面顯示器-ITO導電基板,3615
平面顯示器-其他零組件,2308
平面顯示器-其他零組件,2352
平面顯示器-其他零組件,2392
平面顯示器-其他零組件,2421
平面顯示器-其他零組件,2429
平面顯示器-其他零組件,2459
平面顯示器-其他零組件,2476
平面顯示器-其他零組件,2478
平面顯示器-其他零組件,2483
平面顯示器-其他零組件,3010
平面顯示器-其他零組件,3023
平面顯示器-其他零組件,3051
平面顯示器-其他零組件,3311
平面顯示器-其他零組件,3419
平面顯示器-其他零組件,3504
平面顯示器-其他零組件,3543
平面顯示器-其他零組件,3679
平面顯示器-其他零組件,4938
平面顯示器-其他零組件,4942
平面顯示器-其他零組件,4960
平面顯示器-其他零組件,5243
平面顯示器-其他零組件,5460
平面顯示器-其他零組件,6120
平面顯示器-其他零組件,6192
平面顯示器-其他零組件,6205
平面顯示器-其他零組件,6224
平面顯示器-其他零組件,6282
平面顯示器-其他零組件,6405
平面顯示器-其他零組件,6577
平面顯示器-其他零組件,6829
平面顯示器-其他零組件,8101
平面顯示器-其他零組件,8163
平面顯示器-其他零組件,8215
平面顯示器-其他零組件,8383
平面顯示器-化學品(如光阻劑、靶材等),1711
平面顯示器-化學品(如光阻劑、靶材等),1773
平面顯示器-化學品(如光阻劑、靶材等),1785
平面顯示器-化學品(如光阻劑、靶材等),3010
平面顯示器-化學品(如光阻劑、靶材等),3663
平面顯示器-化學品(如光阻劑、靶材等),4720
平面顯示器-化學品(如光阻劑、靶材等),4722
平面顯示器-化學品(如光阻劑、靶材等),4755
平面顯示器-化學品(如光阻劑、靶材等),4768
平面顯示器-化學品(如光阻劑、靶材等),4772
平面顯示器-化學品(如光阻劑、靶材等),5234
平面顯示器-塑膠框,1336
平面顯示器-塑膠框,2371
平面顯示器-塑膠框,3294
平面顯示器-塑膠框,5243
平面顯示器-塑膠框,6120
平面顯示器-塑膠框,6246
平面顯示器-塑膠框,6577
平面顯示器-擴散膜、增亮膜、導光板,1717
平面顯示器-擴散膜、增亮膜、導光板,2371
平面顯示器-擴散膜、增亮膜、導光板,3388
平面顯示器-擴散膜、增亮膜、導光板,3685
平面顯示器-擴散膜、增亮膜、導光板,4933
平面顯示器-擴散膜、增亮膜、導光板,4935
平面顯示器-擴散膜、增亮膜、導光板,6120
平面顯示器-擴散膜、增亮膜、導光板,8070
平面顯示器-擴散膜、增亮膜、導光板,8240
平面顯示器-生產製程及檢測設備,1595
平面顯示器-生產製程及檢測設備,2360
平面顯示器-生產製程及檢測設備,2467
平面顯示器-生產製程及檢測設備,3455
平面顯示器-生產製程及檢測設備,3498
平面顯示器-生產製程及檢測設備,3535
平面顯示器-生產製程及檢測設備,3551
平面顯示器-生產製程及檢測設備,3583
平面顯示器-生產製程及檢測設備,4770
平面顯示器-生產製程及檢測設備,5443
平面顯示器-生產製程及檢測設備,5489
平面顯示器-生產製程及檢測設備,5536
平面顯示器-生產製程及檢測設備,6125
平面顯示器-生產製程及檢測設備,6234
平面顯示器-生產製程及檢測設備,6277
平面顯示器-生產製程及檢測設備,6425
平面顯示器-生產製程及檢測設備,6438
平面顯示器-生產製程及檢測設備,6613
平面顯示器-生產製程及檢測設備,6667
平面顯示器-生產製程及檢測設備,6877
平面顯示器-生產製程及檢測設備,6937
平面顯示器-生產製程及檢測設備,7703
平面顯示器-生產製程及檢測設備,8064
平面顯示器-生產製程及檢測設備,8374
平面顯示器-監視器/顯示器,1614
平面顯示器-監視器/顯示器,2352
平面顯示器-監視器/顯示器,2371
平面顯示器-監視器/顯示器,2489
平面顯示器-監視器/顯示器,3024
平面顯示器-監視器/顯示器,3128
平面顯示器-監視器/顯示器,3434
平面顯示器-監視器/顯示器,3541
平面顯示器-監視器/顯示器,4995
平面顯示器-監視器/顯示器,5493
平面顯示器-監視器/顯示器,6120
平面顯示器-監視器/顯示器,9912
平面顯示器-稜鏡片,3504
平面顯示器-稜鏡片,3523
平面顯示器-稜鏡片,3666
平面顯示器-稜鏡片,4933
平面顯示器-稜鏡片,8240
平面顯示器-筆記型電腦,2371
平面顯示器-背光模組,2371
平面顯示器-背光模組,3531
平面顯示器-背光模組,5371
平面顯示器-背光模組,6120
平面顯示器-背光模組,6176
平面顯示器-背光模組,6246
平面顯示器-背光模組,6278
平面顯示器-背光模組,6577
平面顯示器-背光模組,8085
平面顯示器-背光源(發光二極體、冷陰極管),2393
平面顯示器-背光源(發光二極體、冷陰極管),2486
平面顯示器-背光源(發光二極體、冷陰極管),3031
平面顯示器-背光源(發光二極體、冷陰極管),3090
平面顯示器-背光源(發光二極體、冷陰極管),3437
平面顯示器-背光源(發光二極體、冷陰極管),3516
平面顯示器-背光源(發光二極體、冷陰極管),3536
平面顯示器-背光源(發光二極體、冷陰極管),6168
平面顯示器-背光源(發光二極體、冷陰極管),6246
平面顯示器-背光源(發光二極體、冷陰極管),8070
平面顯示器-電子書,6143
平面顯示器-電子書,8069
平面顯示器-電視,1604
平面顯示器-電視,1614
平面顯示器-電視,2324
平面顯示器-電視,2371
平面顯示器-電視,2489
平面顯示器-電視,3541
平面顯示器-電視,5356
平面顯示器-面板,2371
平面顯示器-面板,2409
平面顯示器-面板,2459
平面顯示器-面板,3038
平面顯示器-面板,3481
平面顯示器-面板,5245
平面顯示器-面板,5315
平面顯示器-面板,6116
平面顯示器-面板,6189
平面顯示器-面板,6278
平面顯示器-面板,6916
平面顯示器-面板,8069
平面顯示器-面板,8104
平面顯示器-面板,8105
平面顯示器-顯示器模組,2371
平面顯示器-顯示器模組,2393
平面顯示器-顯示器模組,2485
平面顯示器-顯示器模組,3024
平面顯示器-顯示器模組,3038
平面顯示器-顯示器模組,3168
平面顯示器-顯示器模組,4995
平面顯示器-顯示器模組,5245
平面顯示器-顯示器模組,5315
平面顯示器-顯示器模組,5386
平面顯示器-顯示器模組,5432
平面顯示器-顯示器模組,6116
平面顯示器-顯示器模組,6120
平面顯示器-顯示器模組,6167
平面顯示器-顯示器模組,6189
平面顯示器-顯示器模組,6278
平面顯示器-顯示器模組,6916
平面顯示器-顯示器模組,8049
平面顯示器-顯示器模組,8085
平面顯示器-顯示器模組,8104
平面顯示器-顯示器模組,8105
平面顯示器-驅動IC,2459
平面顯示器-驅動IC,3444
平面顯示器-驅動IC,6147
平面顯示器-驅動IC,8070
建材營造-個人、民間企業、政府機構,1809
建材營造-個人、民間企業、政府機構,8942
建材營造-基礎工程,2031
建材營造-基礎工程,2597
建材營造-基礎工程,8080
建材營造-工程承攬,1402
建材營造-工程承攬,1472
建材營造-工程承攬,1603
建材營造-工程承攬,2511
建材營造-工程承攬,2527
建材營造-工程承攬,2535
建材營造-工程承攬,3052
建材營造-工程承攬,3703
建材營造-工程承攬,5536
建材營造-工程承攬,6122
建材營造-工程承攬,6179
建材營造-工程承攬,6228
建材營造-工程承攬,8383
建材營造-工程承攬,9917
建材營造-工程承攬,9933
建材營造-工程承攬,9958
建材營造-工程設計,2597
建材營造-工程設計,5536
建材營造-工程設計,6228
建材營造-工程設計,8383
建材營造-工程設計,9945
建材營造-建材原料,1603
建材營造-建材原料,1612
建材營造-建材原料,1802
建材營造-建材原料,1806
建材營造-建材原料,1809
建材營造-建材原料,1810
建材營造-建材原料,1817
建材營造-建材原料,2020
建材營造-建材原料,2504
建材營造-建材原料,2597
建材營造-建材原料,3149
建材營造-建材原料,3388
建材營造-建材原料,5515
建材營造-建材原料,5534
建材營造-建材原料,5543
建材營造-建材原料,6228
建材營造-建材原料,8424
建材營造-建材原料,8463
建材營造-建材原料,8930
建材營造-建設業,1103
建材營造-建設業,1402
建材營造-建設業,1416
建材營造-建設業,1436
建材營造-建設業,1438
建材營造-建設業,1439
建材營造-建設業,1442
建材營造-建設業,1453
建材營造-建設業,1513
建材營造-建設業,1532
建材營造-建設業,1605
建材營造-建設業,1805
建材營造-建設業,1808
建材營造-建設業,2020
建材營造-建設業,2424
建材營造-建設業,2442
建材營造-建設業,2501
建材營造-建設業,2505
建材營造-建設業,2506
建材營造-建設業,2509
建材營造-建設業,2511
建材營造-建設業,2514
建材營造-建設業,2515
建材營造-建設業,2520
建材營造-建設業,2524
建材營造-建設業,2527
建材營造-建設業,2528
建材營造-建設業,2530
建材營造-建設業,2534
建材營造-建設業,2535
建材營造-建設業,2536
建材營造-建設業,2537
建材營造-建設業,2538
建材營造-建設業,2539
建材營造-建設業,2542
建材營造-建設業,2545
建材營造-建設業,2547
建材營造-建設業,2548
建材營造-建設業,2596
建材營造-建設業,2718
建材營造-建設業,2910
建材營造-建設業,2923
建材營造-建設業,3052
建材營造-建設業,3056
建材營造-建設業,3188
建材營造-建設業,3252
建材營造-建設業,3266
建材營造-建設業,3310
建材營造-建設業,3313
建材營造-建設業,3489
建材營造-建設業,3512
建材營造-建設業,3703
建材營造-建設業,4113
建材營造-建設業,4416
建材營造-建設業,4714
建材營造-建設業,4907
建材營造-建設業,5206
建材營造-建設業,5213
建材營造-建設業,5324
建材營造-建設業,5455
建材營造-建設業,5508
建材營造-建設業,5512
建材營造-建設業,5514
建材營造-建設業,5519
建材營造-建設業,5522
建材營造-建設業,5523
建材營造-建設業,5525
建材營造-建設業,5529
建材營造-建設業,5530
建材營造-建設業,5531
建材營造-建設業,5533
建材營造-建設業,6171
建材營造-建設業,6177
建材營造-建設業,6186
建材營造-建設業,6198
建材營造-建設業,6212
建材營造-建設業,6219
建材營造-建設業,6264
建材營造-建設業,8905
建材營造-建設業,9906
建材營造-建設業,9945
建材營造-建設業,9946
建材營造-機電工程,1472
建材營造-機電工程,1503
建材營造-機電工程,1504
建材營造-機電工程,2308
建材營造-機電工程,2371
建材營造-機電工程,2597
建材營造-機電工程,3018
建材營造-機電工程,5536
建材營造-機電工程,6122
建材營造-機電工程,6228
建材營造-機電工程,8383
建材營造-機電工程,9945
建材營造-營造業,1472
建材營造-營造業,2511
建材營造-營造業,2515
建材營造-營造業,2516
建材營造-營造業,2535
建材營造-營造業,2543
建材營造-營造業,2546
建材營造-營造業,2597
建材營造-營造業,3703
建材營造-營造業,5511
建材營造-營造業,5515
建材營造-營造業,5516
建材營造-營造業,5519
建材營造-營造業,5521
建材營造-營造業,5548
建材營造-營造業,6264
建材營造-營造業,8936
建材營造-營造業,9945
建材營造-物業管理,1513
建材營造-物業管理,2371
建材營造-物業管理,2511
建材營造-物業管理,2923
建材營造-物業管理,9917
建材營造-物業管理,9945
建材營造-結構工程,1472
建材營造-結構工程,2010
建材營造-結構工程,2031
建材營造-結構工程,2597
建材營造-結構工程,9945
建材營造-裝潢業,2597
建材營造-裝潢業,5314
建材營造-裝潢業,6228
建材營造-裝潢業,9945
文化創意業-其他,4154
文化創意業-其他,5481
文化創意業-出版產業,8923
文化創意業-創意生活產業,2926
文化創意業-創意生活產業,3629
文化創意業-創意生活產業,4154
文化創意業-工藝產業,4154
文化創意業-工藝產業,9949
文化創意業-廣播電視/電影產業,2498
文化創意業-廣播電視/電影產業,4806
文化創意業-廣播電視/電影產業,6144
文化創意業-廣播電視/電影產業,6184
文化創意業-廣播電視/電影產業,6856
文化創意業-廣播電視/電影產業,8454
文化創意業-廣播電視/電影產業,8487
文化創意業-廣播電視/電影產業,9928
文化創意業-數位內容產業,2498
文化創意業-數位內容產業,3064
文化創意業-數位內容產業,3083
文化創意業-數位內容產業,3086
文化創意業-數位內容產業,3293
文化創意業-數位內容產業,3546
文化創意業-數位內容產業,3629
文化創意業-數位內容產業,4946
文化創意業-數位內容產業,5263
文化創意業-數位內容產業,5478
文化創意業-數位內容產業,6111
文化創意業-數位內容產業,6169
文化創意業-數位內容產業,6180
文化創意業-數位內容產業,6294
文化創意業-數位內容產業,6482
文化創意業-數位內容產業,7584
文化創意業-數位內容產業,8489
文化創意業-流行音樂及文化內容產業,2498
文化創意業-流行音樂及文化內容產業,6101
文化創意業-流行音樂及文化內容產業,6596
文化創意業-流行音樂及文化內容產業,6625
文化創意業-流行音樂及文化內容產業,6856
文化創意業-流行音樂及文化內容產業,8446
文化創意業-流行音樂及文化內容產業,8450
智慧電網-低壓AMI,1513
智慧電網-低壓AMI,2371
智慧電網-低壓AMI,3622
智慧電網-低壓AMI,4588
智慧電網-低壓AMI,5457
智慧電網-低壓AMI,6278
智慧電網-系統整合服務,1513
智慧電網-系統整合服務,2308
智慧電網-系統整合服務,2395
智慧電網-系統整合服務,2412
智慧電網-系統整合服務,3622
智慧電網-系統整合服務,4588
智慧電網-系統整合服務,6163
智慧電網-系統整合服務,6278
智慧電網-系統整合服務,6869
智慧電網-系統整合服務,6873
智慧電網-系統整合服務,8099
智慧電網-系統整合服務,8374
智慧電網-系統整合服務,9917
智慧電網-能源管理服務,1513
智慧電網-能源管理服務,2308
智慧電網-能源管理服務,2352
智慧電網-能源管理服務,2371
智慧電網-能源管理服務,2412
智慧電網-能源管理服務,3622
智慧電網-能源管理服務,3710
智慧電網-能源管理服務,4588
智慧電網-能源管理服務,6163
智慧電網-能源管理服務,6278
智慧電網-能源管理服務,6869
智慧電網-能源管理服務,6873
智慧電網-能源管理服務,8374
智慧電網-配電管理設施,1513
智慧電網-配電管理設施,1519
智慧電網-配電管理設施,2301
智慧電網-配電管理設施,2308
智慧電網-配電管理設施,2360
智慧電網-配電管理設施,2459
智慧電網-配電管理設施,3622
智慧電網-配電管理設施,6278
智慧電網-配電管理設施,6282
智慧電網-配電管理設施,6441
智慧電網-電力零售業,3622
智慧電網-電力零售業,6278
智慧電網-電力零售業,6869
智慧電網-電力零售業,6873
智慧電網-電力零售業,8374
智慧電網-電力零售業,8926
智慧電網-電網營造,1519
智慧電網-電網營造,3622
智慧電網-電網營造,6278
智慧電網-電網維運,3622
智慧電網-電網維運,6278
智慧電網-高/低壓輸電設施,1513
智慧電網-高/低壓輸電設施,1519
智慧電網-高/低壓輸電設施,1603
智慧電網-高/低壓輸電設施,1605
智慧電網-高/低壓輸電設施,1609
智慧電網-高/低壓輸電設施,1612
智慧電網-高/低壓輸電設施,1615
智慧電網-高/低壓輸電設施,1618
智慧電網-高/低壓輸電設施,2308
智慧電網-高/低壓輸電設施,2360
智慧電網-高/低壓輸電設施,2459
智慧電網-高/低壓輸電設施,3622
智慧電網-高/低壓輸電設施,5381
智慧電網-高/低壓輸電設施,6278
智慧電網-高/低壓輸電設施,6282
智慧電網-高壓AMI,1513
智慧電網-高壓AMI,2371
智慧電網-高壓AMI,3622
智慧電網-高壓AMI,5457
智慧電網-高壓AMI,6278
水泥-水泥成品,1101
水泥-水泥成品,1103
水泥-水泥成品,1104
水泥-水泥成品,1108
水泥-水泥成品,1109
水泥-水泥成品,1110
水泥-水泥成品,8463
水泥-水泥熟料,1101
水泥-水泥熟料,1102
水泥-水泥熟料,1108
水泥-水泥熟料,1109
水泥-水泥熟料,8463
水泥-水泥生料,1101
水泥-水泥生料,1108
水泥-水泥生料,1109
水泥-水泥生料,8463
水泥-石灰石,1101
水泥-石灰石,1108
水泥-石灰石,1109
水泥-預拌混凝土,1101
水泥-預拌混凝土,1104
水泥-預拌混凝土,1108
水泥-預拌混凝土,1109
水泥-預拌混凝土,2504
水泥-預拌混凝土,5520
汽車-保險桿,1319
汽車-保險桿,1339
汽車-保險桿,2239
汽車-保險桿,2241
汽車-其他,1338
汽車-其他,1503
汽車-其他,1506
汽車-其他,1512
汽車-其他,1525
汽車-其他,1533
汽車-其他,1536
汽車-其他,1568
汽車-其他,1587
汽車-其他,1785
汽車-其他,2228
汽車-其他,2235
汽車-其他,2239
汽車-其他,2241
汽車-其他,2301
汽車-其他,2308
汽車-其他,2459
汽車-其他,2497
汽車-其他,3128
汽車-其他,3162
汽車-其他,3226
汽車-其他,3227
汽車-其他,3290
汽車-其他,3310
汽車-其他,3311
汽車-其他,3552
汽車-其他,3679
汽車-其他,3706
汽車-其他,4551
汽車-其他,4554
汽車-其他,4976
汽車-其他,5356
汽車-其他,6283
汽車-其他,6605
汽車-其他,8107
汽車-其他,9942
汽車-其他,9951
汽車-引擎蓋,1319
汽車-引擎蓋,2241
汽車-整車組裝、修理及技術服務,2201
汽車-整車組裝、修理及技術服務,2204
汽車-整車組裝、修理及技術服務,2206
汽車-整車組裝、修理及技術服務,2227
汽車-整車組裝、修理及技術服務,2231
汽車-整車組裝、修理及技術服務,2241
汽車-汽車零配件生產,2241
汽車-車燈,1521
汽車-車燈,1522
汽車-車燈,1538
汽車-車燈,2241
汽車-車燈,2254
汽車-車燈,2301
汽車-車燈,2459
汽車-車燈,3226
汽車-車燈,3437
汽車-車燈,3685
汽車-車燈,5230
汽車-車燈,6605
汽車-輪胎,2101
汽車-輪胎,2102
汽車-輪胎,2106
汽車-輪胎,2241
汽車-鈑金,1319
汽車-鈑金,1524
汽車-鈑金,2241
汽車-鈑金,3685
汽車-銷售、進出口業務,2204
汽車-銷售、進出口業務,2206
汽車-銷售、進出口業務,2207
汽車-銷售、進出口業務,2227
汽車-銷售、進出口業務,2241
汽車-銷售、進出口業務,2247
汽車-銷售、進出口業務,2301
汽車-銷售、進出口業務,3609
汽車-鋁合金鋼圈,1563
汽車-鋁合金鋼圈,2241
汽車-鋁合金鋼圈,4502
汽電共生-營造設置,8926
汽電共生-營造設置,9933
汽電共生-系統整合,6192
汽電共生-設備維護,6192
汽電共生-變壓器,1519
汽電共生-配電系統,1514
汽電共生-配電系統,1519
汽電共生-電纜,1612
汽電共生-電纜,1615
汽電共生-電纜,1618
油電燃氣-加油站,1434
油電燃氣-加油站,2616
油電燃氣-加油站,6505
油電燃氣-加油站,8927
油電燃氣-加油站,9937
油電燃氣-天然瓦斯供應,8908
油電燃氣-天然瓦斯供應,8917
油電燃氣-天然瓦斯供應,9908
油電燃氣-天然瓦斯供應,9918
油電燃氣-天然瓦斯供應,9926
油電燃氣-天然瓦斯供應,9931
油電燃氣-汽電共生,6505
油電燃氣-汽電共生,8926
油電燃氣-汽電共生,8931
石化及塑橡膠-PTA(對苯二甲酸)觸媒,1314
石化及塑橡膠-PTA(對苯二甲酸)觸媒,1326
石化及塑橡膠-PTA(對苯二甲酸)觸媒,1402
石化及塑橡膠-PTA(對苯二甲酸)觸媒,1725
石化及塑橡膠-PTA(對苯二甲酸)觸媒,1727
石化及塑橡膠-PTA(對苯二甲酸)觸媒,4721
石化及塑橡膠-PTA(對苯二甲酸)觸媒,4739
石化及塑橡膠-人造纖維,1301
石化及塑橡膠-人造纖維,1303
石化及塑橡膠-人造纖維,1326
石化及塑橡膠-人造纖維,1409
石化及塑橡膠-人造纖維,4303
石化及塑橡膠-人造纖維,4714
石化及塑橡膠-化妝品,1737
石化及塑橡膠-化妝品,1760
石化及塑橡膠-化妝品,6504
石化及塑橡膠-化妝品,9919
石化及塑橡膠-塑化劑(可塑劑),1313
石化及塑橡膠-塑膠製品,1301
石化及塑橡膠-塑膠製品,1305
石化及塑橡膠-塑膠製品,1307
石化及塑橡膠-塑膠製品,1309
石化及塑橡膠-塑膠製品,1310
石化及塑橡膠-塑膠製品,1312
石化及塑橡膠-塑膠製品,1315
石化及塑橡膠-塑膠製品,1316
石化及塑橡膠-塑膠製品,1319
石化及塑橡膠-塑膠製品,1321
石化及塑橡膠-塑膠製品,1323
石化及塑橡膠-塑膠製品,1324
石化及塑橡膠-塑膠製品,1325
石化及塑橡膠-塑膠製品,1326
石化及塑橡膠-塑膠製品,1337
石化及塑橡膠-塑膠製品,1339
石化及塑橡膠-塑膠製品,1340
石化及塑橡膠-塑膠製品,1402
石化及塑橡膠-塑膠製品,1410
石化及塑橡膠-塑膠製品,1434
石化及塑橡膠-塑膠製品,1712
石化及塑橡膠-塑膠製品,1730
石化及塑橡膠-塑膠製品,1735
石化及塑橡膠-塑膠製品,1776
石化及塑橡膠-塑膠製品,2351
石化及塑橡膠-塑膠製品,3311
石化及塑橡膠-塑膠製品,4303
石化及塑橡膠-塑膠製品,4304
石化及塑橡膠-塑膠製品,4305
石化及塑橡膠-塑膠製品,4306
石化及塑橡膠-塑膠製品,4714
石化及塑橡膠-塑膠製品,4935
石化及塑橡膠-塑膠製品,5356
石化及塑橡膠-塑膠製品,6235
石化及塑橡膠-塑膠製品,6508
石化及塑橡膠-塑膠製品,6585
石化及塑橡膠-塑膠製品,8935
石化及塑橡膠-塑膠製品,9939
石化及塑橡膠-塑膠製品,9950
石化及塑橡膠-工業用合成樹脂,1304
石化及塑橡膠-工業用合成樹脂,1308
石化及塑橡膠-工業用合成樹脂,1314
石化及塑橡膠-工業用合成樹脂,1717
石化及塑橡膠-工業用合成樹脂,1721
石化及塑橡膠-工業用合成樹脂,1725
石化及塑橡膠-工業用合成樹脂,1727
石化及塑橡膠-工業用合成樹脂,1735
石化及塑橡膠-工業用合成樹脂,1776
石化及塑橡膠-工業用合成樹脂,4716
石化及塑橡膠-工業用合成樹脂,4764
石化及塑橡膠-工業用合成樹脂,4770
石化及塑橡膠-工業用合成樹脂,5234
石化及塑橡膠-接著劑(合成樹脂),1711
石化及塑橡膠-接著劑(合成樹脂),1717
石化及塑橡膠-接著劑(合成樹脂),1721
石化及塑橡膠-接著劑(合成樹脂),1735
石化及塑橡膠-接著劑(合成樹脂),1773
石化及塑橡膠-接著劑(合成樹脂),1776
石化及塑橡膠-接著劑(合成樹脂),4711
石化及塑橡膠-接著劑(合成樹脂),4714
石化及塑橡膠-接著劑(合成樹脂),4720
石化及塑橡膠-接著劑(合成樹脂),4739
石化及塑橡膠-接著劑(合成樹脂),4766
石化及塑橡膠-接著劑(合成樹脂),4767
石化及塑橡膠-接著劑(合成樹脂),5234
石化及塑橡膠-接著劑(合成樹脂),6506
石化及塑橡膠-橡塑膠添加劑,1711
石化及塑橡膠-橡塑膠添加劑,1721
石化及塑橡膠-橡塑膠添加劑,1725
石化及塑橡膠-橡塑膠添加劑,2104
石化及塑橡膠-橡塑膠添加劑,3430
石化及塑橡膠-橡塑膠添加劑,4764
石化及塑橡膠-橡膠製品,2102
石化及塑橡膠-橡膠製品,2103
石化及塑橡膠-橡膠製品,2105
石化及塑橡膠-橡膠製品,2106
石化及塑橡膠-橡膠製品,2107
石化及塑橡膠-橡膠製品,2108
石化及塑橡膠-橡膠製品,2109
石化及塑橡膠-橡膠製品,2114
石化及塑橡膠-橡膠製品,2115
石化及塑橡膠-橡膠製品,3311
石化及塑橡膠-橡膠製品,6582
石化及塑橡膠-清潔用品,1730
石化及塑橡膠-清潔用品,1731
石化及塑橡膠-清潔用品,1732
石化及塑橡膠-清潔用品,6504
石化及塑橡膠-清潔用品,6509
石化及塑橡膠-清潔用品,9919
石化及塑橡膠-界面活性劑,1709
石化及塑橡膠-界面活性劑,1714
石化及塑橡膠-界面活性劑,1725
石化及塑橡膠-界面活性劑,1727
石化及塑橡膠-界面活性劑,4707
石化及塑橡膠-石化上游原料及相關鑽探設備,1303
石化及塑橡膠-石化上游原料及相關鑽探設備,1723
石化及塑橡膠-石化上游原料及相關鑽探設備,6505
石化及塑橡膠-農藥,1712
石化及塑橡膠-農藥,6508
石化及塑橡膠-農藥,6509
石化及塑橡膠-農藥,6534
石化及塑橡膠-顏染料,1711
石化及塑橡膠-顏染料,3430
石化及塑橡膠-顏染料,4702
石化及塑橡膠-顏染料,4706
石化及塑橡膠-顏染料,4741
石化及塑橡膠-顏染料,6509
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),1303
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),1326
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),1402
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),1409
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),1413
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),1418
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),1440
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),1444
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),1447
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),1452
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),1455
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),1456
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),1457
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),1459
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),1464
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),1465
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),1466
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),1468
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),4401
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),4402
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),4406
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),4420
紡織-人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等),4440
紡織-化學助劑,1468
紡織-化學助劑,1713
紡織-化學助劑,1727
紡織-化學助劑,3430
紡織-化學助劑,4739
紡織-天然纖維產品(例如純棉、純羊毛等),1423
紡織-天然纖維產品(例如純棉、純羊毛等),1456
紡織-成衣及其它家居紡織類品,1315
紡織-成衣及其它家居紡織類品,1402
紡織-成衣及其它家居紡織類品,1417
紡織-成衣及其它家居紡織類品,1446
紡織-成衣及其它家居紡織類品,1451
紡織-成衣及其它家居紡織類品,1454
紡織-成衣及其它家居紡織類品,1460
紡織-成衣及其它家居紡織類品,1467
紡織-成衣及其它家居紡織類品,1468
紡織-成衣及其它家居紡織類品,1473
紡織-成衣及其它家居紡織類品,1476
紡織-成衣及其它家居紡織類品,1477
紡織-成衣及其它家居紡織類品,2929
紡織-成衣及其它家居紡織類品,4413
紡織-成衣及其它家居紡織類品,4414
紡織-成衣及其它家居紡織類品,4417
紡織-成衣及其它家居紡織類品,4432
紡織-成衣及其它家居紡織類品,4433
紡織-成衣及其它家居紡織類品,4438
紡織-成衣及其它家居紡織類品,4442
紡織-成衣及其它家居紡織類品,5450
紡織-成衣及其它家居紡織類品,6504
紡織-成衣及其它家居紡織類品,6506
紡織-成衣及其它家居紡織類品,8404
紡織-成衣及其它家居紡織類品,8429
紡織-成衣及其它家居紡織類品,8916
紡織-成衣及其它家居紡織類品,9919
紡織-成衣及其它家居紡織類品,9944
紡織-染整,1303
紡織-染整,1326
紡織-染整,1402
紡織-染整,1410
紡織-染整,1419
紡織-染整,1432
紡織-染整,1434
紡織-染整,1447
紡織-染整,1449
紡織-染整,1451
